location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population
Georgia,7/17/2021,386195,1808,5538,22,0,0,0,0,3979773
Georgia,7/18/2021,387481,1286,5551,13,0,0,0,0,3979773
Georgia,7/19/2021,388329,848,5566,15,0,0,0,0,3979773
Georgia,7/20/2021,390945,2616,5592,26,0,0,0,0,3979773
Georgia,7/21/2021,393360,2415,5618,26,0,0,0,0,3979773
Georgia,7/22/2021,395621,2261,5636,18,391781,255047,136734,0,3979773
Georgia,7/23/2021,398081,2460,5656,20,0,0,0,0,3979773
Georgia,7/24/2021,400698,2617,5665,9,0,0,0,0,3979773
Georgia,7/25/2021,402759,2061,5688,23,404339,264583,139756,0,3979773
Georgia,7/26/2021,404023,1264,5714,26,418398,276144,142254,14059,3979773
Georgia,7/27/2021,407689,3666,5731,17,432795,288573,144222,14397,3979773
Georgia,7/28/2021,410830,3141,5751,20,0,0,0,0,3979773
Georgia,7/29/2021,413626,2796,5768,17,464875,311747,153128,0,3979773
Georgia,7/30/2021,416338,2712,5793,25,0,0,0,0,3979773
Georgia,7/31/2021,419534,3196,5820,27,481591,323837,157754,0,3979773
Georgia,8/1/2021,422188,2654,5853,33,506780,345238,161542,25189,3979773
Georgia,8/2/2021,423843,1655,5876,23,0,0,0,0,3979773
Georgia,8/3/2021,428670,4827,5910,34,542639,370731,171908,0,3979773
Georgia,8/4/2021,432903,4233,5948,38,564691,386614,178077,22052,3979773
Georgia,8/5/2021,436573,3670,5986,38,583647,400732,182915,18956,3979773
Georgia,8/6/2021,440353,3780,6016,30,606988,417214,189774,23341,3979773
Georgia,8/7/2021,444569,4216,6054,38,626343,431894,194449,19355,3979773
Georgia,8/8/2021,447913,3344,6084,30,641242,444124,197118,14899,3979773
Georgia,8/9/2021,450149,2236,6128,44,664997,460763,204234,23755,3979773
Georgia,8/10/2021,455846,5697,6182,54,688940,478164,210776,23943,3979773
Georgia,8/11/2021,461198,5352,6230,48,715919,497752,218167,26979,3979773
Georgia,8/12/2021,466326,5128,6279,49,741353,516300,225053,25434,3979773
Georgia,8/13/2021,471685,5359,6321,42,767882,538646,229236,26529,3979773
Georgia,8/14/2021,477264,5579,6371,50,791863,554714,237149,23981,3979773
Georgia,8/15/2021,481578,4314,6406,35,0,0,0,0,3979773
Georgia,8/16/2021,484254,2676,6436,30,831815,586608,245207,0,3979773
Georgia,8/17/2021,490462,6208,6483,47,0,0,0,0,3979773
Georgia,8/18/2021,496376,5914,6532,49,883570,625267,258303,0,3979773
Georgia,8/19/2021,501297,4921,6590,58,907665,640703,266962,24095,3979773
Georgia,8/20/2021,506040,4743,6649,59,0,0,0,0,3979773
Georgia,8/21/2021,510941,4901,6723,74,0,0,0,0,3979773
Georgia,8/22/2021,514744,3803,6771,48,962165,675978,286187,0,3979773
Georgia,8/23/2021,517098,2354,6831,60,979813,685448,294365,17648,3979773
Georgia,8/24/2021,523022,5924,6891,60,1038292,719380,318912,58479,3979773
Georgia,8/25/2021,528043,5021,6949,58,1065848,734112,331736,27556,3979773
Georgia,8/26/2021,532171,4128,7028,79,1095069,749754,345315,29221,3979773
Georgia,8/27/2021,536202,4031,7101,73,0,0,0,0,3979773
Georgia,8/28/2021,540449,4247,7175,74,1145925,771055,374870,0,3979773
Georgia,8/29/2021,543118,2669,7251,76,1164402,780948,383454,18477,3979773
Georgia,8/30/2021,545033,1915,7329,78,0,0,0,0,3979773
Georgia,8/31/2021,549811,4778,7408,79,1210746,802083,408663,0,3979773
Georgia,9/1/2021,553697,3886,7482,74,1235386,813601,421785,24640,3979773
Georgia,9/2/2021,556909,3212,7563,81,1259381,822287,437094,23995,3979773
Georgia,9/3/2021,559943,3034,7649,86,0,0,0,0,3979773
Georgia,9/4/2021,562627,2684,7732,83,1314104,838356,475748,0,3979773
Georgia,9/5/2021,564837,2210,7806,74,1326033,845420,480613,11929,3979773
Georgia,9/6/2021,565957,1120,7867,61,1340062,850868,489194,14029,3979773
Georgia,9/7/2021,567922,1965,7917,50,1366678,856956,509722,26616,3979773
Georgia,9/8/2021,570493,2571,7977,60,0,0,0,0,3979773
Georgia,9/9/2021,572948,2455,8035,58,0,0,0,0,3979773
Georgia,9/10/2021,575210,2262,8089,54,1433296,879384,553912,0,3979773
Georgia,9/11/2021,579031,3821,8146,57,0,0,0,0,3979773
Georgia,9/12/2021,580869,1838,8185,39,1507986,902457,605529,0,3979773
Georgia,9/13/2021,581815,946,8233,48,0,0,0,0,3979773
Georgia,9/14/2021,585036,3221,8287,54,1534111,914222,619889,0,3979773
Georgia,9/15/2021,587551,2515,8347,60,0,0,0,0,3979773
Georgia,9/16/2021,589727,2176,8390,43,1610309,935094,675215,0,3979773
Georgia,9/17/2021,591766,2039,8446,56,0,0,0,0,3979773
Georgia,9/18/2021,593763,1997,8498,52,0,0,0,0,3979773
Georgia,9/19/2021,595264,1501,8541,43,1655040,947477,707563,0,3979773
Georgia,9/20/2021,595926,662,8575,34,1671295,952219,719076,16255,3979773
Georgia,9/21/2021,598396,2470,8621,46,1686412,956417,729995,15117,3979773
Georgia,9/22/2021,600412,2016,8664,43,1700895,960081,740814,14483,3979773
Georgia,9/23/2021,602065,1653,8711,47,1715073,963663,751410,14178,3979773
Georgia,9/24/2021,603763,1698,8749,38,0,0,0,0,3979773
Georgia,9/25/2021,605360,1597,8787,38,1729672,967441,762231,0,3979773
Georgia,9/26/2021,606492,1132,8817,30,1749457,971836,777621,19785,3979773
Georgia,9/27/2021,607155,663,8844,27,1760878,975028,785850,11421,3979773
Georgia,9/28/2021,609340,2185,8884,40,1774769,978640,796129,13891,3979773
Georgia,9/29/2021,611269,1929,8917,33,0,0,0,0,3979773
Georgia,9/30/2021,613012,1743,8946,29,0,0,0,0,3979773
Georgia,10/1/2021,614763,1751,8976,30,0,0,0,0,3979773
Georgia,10/2/2021,616589,1826,9005,29,1813679,988358,825321,0,3979773
Georgia,10/3/2021,617753,1164,9038,33,1818258,989294,828964,4579,3979773
Georgia,10/4/2021,618620,867,9068,30,1826786,991141,835645,8528,3979773
Georgia,10/5/2021,621420,2800,9110,42,0,0,0,0,3979773
Georgia,10/6/2021,623830,2410,9134,24,1836443,993154,843289,0,3979773
Georgia,10/7/2021,626058,2228,9162,28,0,0,0,0,3979773
Georgia,10/8/2021,628719,2661,9192,30,0,0,0,0,3979773
Georgia,10/9/2021,631563,2844,9221,29,1862753,998444,864309,0,3979773
Georgia,10/10/2021,634053,2490,9246,25,1874845,1000785,874060,12092,3979773
Georgia,10/11/2021,635583,1530,9269,23,1882118,1002488,879630,7273,3979773
Georgia,10/12/2021,640358,4775,9306,37,0,0,0,0,3979773
Georgia,10/13/2021,645195,4837,9332,26,1889200,1004298,884902,0,3979773
Georgia,10/14/2021,649407,4212,9370,38,1899938,1007528,892410,10738,3979773
Georgia,10/15/2021,652677,3270,9396,26,0,0,0,0,3979773
Georgia,10/16/2021,657753,5076,9440,44,0,0,0,0,3979773
Georgia,10/17/2021,662334,4581,9468,28,0,0,0,0,3979773
Georgia,10/18/2021,664813,2479,9510,42,0,0,0,0,3979773
Georgia,10/19/2021,670552,5739,9546,36,1920934,1013828,907106,0,3979773
Georgia,10/20/2021,675771,5219,9588,42,0,0,0,0,3979773
Georgia,10/21/2021,680182,4411,9617,29,0,0,0,0,3979773
Georgia,10/22/2021,684337,4155,9657,40,0,0,0,0,3979773
Georgia,10/23/2021,688804,4467,9699,42,0,0,0,0,3979773
Georgia,10/24/2021,692240,3436,9742,43,0,0,0,0,3979773
Georgia,10/25/2021,694182,1942,9788,46,0,0,0,0,3979773
Georgia,10/26/2021,698944,4762,9831,43,0,0,0,0,3979773
Georgia,10/27/2021,703281,4337,9873,42,0,0,0,0,3979773
Georgia,10/28/2021,707290,4009,9918,45,0,0,0,0,3979773
Georgia,10/29/2021,711255,3965,9961,43,0,0,0,0,3979773
Georgia,10/30/2021,715865,4610,10003,42,0,0,0,0,3979773
Georgia,10/31/2021,719247,3382,10045,42,0,0,0,0,3979773
Georgia,11/1/2021,721388,2141,10089,44,0,0,0,0,3979773
Georgia,11/2/2021,726941,5553,10136,47,0,0,0,0,3979773
Georgia,11/3/2021,732965,6024,10185,49,1990501,1044106,946395,0,3979773
Georgia,11/4/2021,738171,5206,10238,53,1995150,1046643,948507,4649,3979773
Georgia,11/5/2021,743511,5340,10300,62,0,0,0,0,3979773
Georgia,11/6/2021,748751,5240,10368,68,2003963,1051715,952248,0,3979773
Georgia,11/7/2021,752855,4104,10435,67,2005229,1052398,952831,1266,3979773
Georgia,11/8/2021,755046,2191,10509,74,2010783,1055792,954991,5554,3979773
Georgia,11/9/2021,761067,6021,10584,75,2018336,1060937,957399,7553,3979773
Georgia,11/10/2021,766818,5751,10662,78,0,0,0,0,3979773
Georgia,11/11/2021,771381,4563,10739,77,2032939,1070966,961973,0,3979773
Georgia,11/12/2021,775826,4445,10816,77,2041209,1076629,964580,8270,3979773
Georgia,11/13/2021,780391,4565,10894,78,2046362,1080219,966143,5153,3979773
Georgia,11/14/2021,784091,3700,10975,81,0,0,0,0,3979773
Georgia,11/15/2021,785911,1820,11057,82,2057216,1088007,969209,0,3979773
Georgia,11/16/2021,791115,5204,11140,83,2066159,1094581,971578,8943,3979773
Georgia,11/17/2021,795847,4732,11212,72,2074270,1100474,973796,8111,3979773
Georgia,11/18/2021,800293,4446,11289,77,0,0,0,0,3979773
Georgia,11/19/2021,804571,4278,11352,63,2090036,1111828,978208,0,3979773
Georgia,11/20/2021,808889,4318,11422,70,0,0,0,0,3979773
